nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
Loverdose L Eau de Toilette 15055.html,Diesel,Olivier Cresp,2012.0,3.62,253,"['musky', 'white floral', 'fruity', 'sweet', 'powdery', 'citrus', 'animalic', 'fresh', 'soapy']",female,moderate,average,ok,['Red Apple'],['Orange Blossom'],['Musk'],https://www.fragrantica.com/perfume/Diesel/Loverdose-L-Eau-de-Toilette-15055.html
Loverdose Red Kiss 29771.html,Diesel,,2015.0,4.02,"1,205","['sweet', 'fruity', 'woody', 'cacao', 'nutty', 'warm spicy', 'white floral', 'citrus', 'patchouli', 'amber']",female,long lasting,average,ok,"['Apple', 'Black Currant', 'Sugar', 'Bergamot']","['Apricot', 'Cacao Pod', 'Hazelnut', 'Orange Blossom']","['Amber', 'Patchouli']",https://www.fragrantica.com/perfume/Diesel/Loverdose-Red-Kiss-29771.html
Loverdose Tattoo 18714.html,Diesel,Anne Flipo,2013.0,3.93,"1,150","['lactonic', 'vanilla', 'sweet', 'savory', 'aromatic', 'white floral', 'soft spicy', 'citrus', 'fruity']",female,moderate,average,ok,"['Bergamot', 'Mandarin Orange', 'Cassis']","['Orange Blossom', 'Rose', 'Jasmine Sambac']","['Milk', 'Tonka Bean', 'Rice', 'Vanilla']",https://www.fragrantica.com/perfume/Diesel/Loverdose-Tattoo-18714.html
Loverdose Tattoo Eau de Toilette 24899.html,Diesel,Anne Flipo,2014.0,3.72,120,"['citrus', 'green', 'aromatic', 'floral', 'sweet', 'vanilla', 'fresh', 'fruity', 'rose', 'savory']",,moderate,average,ok,"['Tea', 'Lemon', 'Mandarin Orange', 'Cassis']","['Magnolia', 'Rose']","['Tonka Bean', 'Rice']",https://www.fragrantica.com/perfume/Diesel/Loverdose-Tattoo-Eau-de-Toilette-24899.html
Only The Brave 5532.html,Diesel,Alienor Massenet,2009.0,3.89,"3,201","['amber', 'citrus', 'leather', 'powdery', 'woody', 'animalic', 'violet', 'aromatic']",male,moderate,average,good value,"['Mandarin Orange', 'Amalfi Lemon']","['Virginia Cedar', 'Coriander', 'Violet']","['French labdanum', 'Amber', 'Leather', 'Styrax', 'Benzoin']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-5532.html
Only The Brave by Bunka 7200.html,Diesel,Alienor Massenet,2009.0,3.31,13,"['amber', 'citrus', 'woody', 'leather', 'powdery', 'violet', 'aromatic', 'animalic']",,,,,"['Amalfi Lemon', 'Mandarin Orange']","['Virginia Cedar', 'Coriander', 'Violet']","['French labdanum', 'Amber', 'Leather', 'Styrax', 'Benzoin']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-by-Bunka-7200.html
Only The Brave Captain America 12363.html,Diesel,,2011.0,4.38,45,"['amber', 'citrus', 'leather', 'woody', 'aromatic', 'animalic', 'powdery']",male,moderate,average,ok,"['Mandarin Orange', 'Amalfi Lemon']","['Violet', 'Coriander', 'Virginia Cedar']","['French labdanum', 'Amber', 'Leather', 'Styrax', 'Benzoin']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Captain-America-12363.html
Only The Brave Eau de Parfum 102006.html,Diesel,,2025.0,4.0,14,"['leather', 'animalic', 'aromatic', 'herbal', 'smoky', 'soft spicy']",male,moderate,average,ok,['Mandarin'],['Sage'],['Leather'],https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Eau-de-Parfum-102006.html
Only The Brave Extreme 36305.html,Diesel,Alienor Massenet,2016.0,3.84,142,"['amber', 'fruity', 'citrus', 'rose', 'leather', 'aromatic', 'fresh', 'vanilla', 'green', 'sweet']",male,long lasting,strong,ok,"['Apple', 'Lemon', 'Mandarin Orange']","['Leather', 'Coriander', 'Rose']","['Tonka Bean', 'Styrax', 'Labdanum']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Extreme-36305.html
Only The Brave High 43412.html,Diesel,Carlos Benaïm,2017.0,3.49,82,"['citrus', 'fresh spicy', 'aromatic', 'green', 'warm spicy', 'woody', 'amber', 'herbal']",male,moderate,average,ok,"['Grapefruit', 'Yuzu', 'Ginger', 'Mint']",['Geranium'],"['Woody Notes', 'Amber']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-High-43412.html
Only The Brave Iron Man 8515.html,Diesel,,2010.0,4.22,58,"['amber', 'citrus', 'leather', 'woody', 'animalic', 'powdery', 'aromatic']",male,moderate,average,ok,"['Mandarin Orange', 'Amalfi Lemon']","['Coriander', 'Violet', 'Virginia Cedar']","['French labdanum', 'Amber', 'Leather', 'Styrax', 'Benzoin']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Iron-Man-8515.html
Only The Brave Music Animation 8077.html,Diesel,Alienor Massenet,2010.0,4.04,27,"['amber', 'leather', 'citrus', 'woody', 'powdery', 'violet', 'animalic']",,moderate,average,ok,"['Mandarin Orange', 'Amalfi Lemon']","['Virginia Cedar', 'Coriander', 'Violet']","['French labdanum', 'Amber', 'Leather', 'Styrax', 'Benzoin']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Music-Animation-8077.html
Only The Brave Silver 48462.html,Diesel,,2018.0,3.63,35,"['citrus', 'aromatic', 'woody', 'amber', 'leather', 'animalic', 'fresh spicy']",male,moderate,average,ok,"['Citron', 'Lemon', 'Mandarin Orange', 'Coriander']","['Violet Leaf', 'Labdanum', 'Rosemary']","['Leather', 'Amber', 'Cedar']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Silver-48462.html
Only The Brave Street 50761.html,Diesel,Nelly Hachem-Ruiz,2018.0,3.74,232,"['aromatic', 'fresh spicy', 'woody', 'vanilla', 'green', 'soft spicy', 'warm spicy', 'fresh', 'fruity', 'sweet']",male,moderate,average,good value,"['Apple', 'Basil', 'Bergamot', 'Thyme']","['Hedione', 'Licorice', 'Cardamom']","['Cedar', 'Vetiver', 'Patchouli', 'Vanilla', 'Amberwood']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Street-50761.html
Only The Brave Tattoo 14383.html,Diesel,Alberto Morillas,2012.0,4.02,"1,218","['fruity', 'tobacco', 'sweet', 'woody', 'warm spicy', 'amber', 'patchouli', 'citrus', 'fresh spicy', 'aromatic']",male,long lasting,average,good value,"['Red Apple', 'Mandarin Orange']","['Sage', 'Pepper']","['Patchouli', 'Tobacco', 'Benzoin', 'Woodsy Notes']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Tattoo-14383.html
Only The Brave Wild 26131.html,Diesel,Antoine Maisondieu,2014.0,3.49,294,"['fresh spicy', 'citrus', 'coconut', 'aromatic', 'woody', 'sweet', 'vanilla', 'lactonic', 'herbal', 'earthy']",male,moderate,average,good value,"['Grapefruit', 'Black Pepper', 'Lemongrass']","['Geranium', 'Coumarin', 'Lavender', 'Nutmeg']","['Vetiver', 'Coconut Milk', 'Moss', 'Cedar']",https://www.fragrantica.com/perfume/Diesel/Only-The-Brave-Wild-26131.html
Sound Of The Brave 68101.html,Diesel,,2021.0,3.77,145,"['woody', 'amber', 'aromatic', 'citrus', 'balsamic', 'fresh spicy', 'warm spicy', 'fresh']",male,moderate,average,ok,"['Juniper', 'Lemon']",['Sweet Grass'],['Amberwood'],https://www.fragrantica.com/perfume/Diesel/Sound-Of-The-Brave-68101.html
Spirit Of The Brave 55037.html,Diesel,,2019.0,3.5,346,"['aromatic', 'woody', 'fresh spicy', 'citrus', 'green', 'amber', 'vanilla', 'sweet', 'conifer', 'balsamic']",male,moderate,average,ok,"['Galbanum', 'Bergamot']","['Fir', 'Cypress']","['Tonka Bean', 'Labdanum']",https://www.fragrantica.com/perfume/Diesel/Spirit-Of-The-Brave-55037.html
Spirit Of The Brave Intense 61143.html,Diesel,,2020.0,3.79,169,"['woody', 'aromatic', 'vanilla', 'fruity', 'fresh spicy', 'amber', 'green', 'patchouli', 'fresh', 'powdery']",male,moderate,average,ok,"['Apple', 'Bergamot']","['Cypress', 'Sage']","['Vanilla', 'Amber', 'Patchouli']",https://www.fragrantica.com/perfume/Diesel/Spirit-Of-The-Brave-Intense-61143.html
Diesel Zero Plus Feminine 3017.html,Diesel,Arturetto Landi,2000.0,3.54,674,"['fruity', 'sweet', 'warm spicy', 'fresh spicy', 'powdery', 'cacao', 'vanilla', 'fresh', 'woody', 'floral']",female,moderate,average,good value,"['Bitter Orange', 'Cassia', 'Cinnamon', 'Red Apple', 'Pepper', 'Pineapple', 'Plum', 'Nutmeg']","['Magnolia', 'Orchid', 'Lily-of-the-Valley', 'Moroccan Rose', 'Jasmine', 'Iris']","['Amber', 'Cedar', 'Cacao', 'Sandalwood', 'Vanilla', 'White Musk']",https://www.fragrantica.com/perfume/Diesel/Diesel-Zero-Plus-Feminine-3017.html
Plus Plus Feminine 3670.html,Diesel,Nathalie Feisthauer,1997.0,3.66,"1,222","['lactonic', 'sweet', 'coconut', 'vanilla', 'powdery', 'fruity', 'white floral', 'musky', 'tropical']",female,moderate,average,great value,"['Lily-of-the-Valley', 'Bitter Orange', 'Cassis', 'Fruity Notes', 'Pineapple']","['Cherry', 'Magnolia', 'Big Strawberry', 'Orchid', 'Coconut', 'Red Apple', 'Milk', 'Lily', 'Jasmine']","['Musk', 'Amber', 'Virginia Cedar', 'Vanille', 'Sandalwood', 'Orris Root', 'Nutmeg']",https://www.fragrantica.com/perfume/Diesel/Plus-Plus-Feminine-3670.html
Plus Plus Masculine 494.html,Diesel,Arturetto Landi,1997.0,3.89,"1,231","['warm spicy', 'citrus', 'aromatic', 'powdery', 'woody', 'fresh spicy', 'green', 'cinnamon', 'vanilla', 'sweet']",male,moderate,average,great value,"['Orange', 'Bergamot', 'Heliotrope', 'Palm Leaf']","['Green Notes', 'Lily-of-the-Valley', 'Sage', 'Birch', 'Violet', 'Cardamom', 'Coriander', 'Jasmine']","['oak moss', 'Musk', 'Tonka Bean', 'Cinnamon', 'Clove', 'Vetiver', 'Patchouli', 'Anise', 'Sandalwood', 'Nutmeg']",https://www.fragrantica.com/perfume/Diesel/Plus-Plus-Masculine-494.html
Zero Plus Masculine 493.html,Diesel,,2003.0,3.44,722,"['warm spicy', 'cinnamon', 'powdery', 'vanilla', 'fresh spicy', 'floral', 'musky']",male,moderate,average,great value,"['Cardamom', 'Bergamot', 'Orange', 'Anise', 'Nutmeg']","['Lily-of-the-Valley', 'Violet', 'Rose', 'Cinnamon', 'Jasmine']","['Musk', 'Amber', 'Heliotrope', 'Patchouli', 'Vanilla']",https://www.fragrantica.com/perfume/Diesel/Zero-Plus-Masculine-493.html
Acqua D Estate Essenza 1033.html,Ermenegildo Zegna,,2005.0,4.42,19,"['aromatic', 'citrus', 'fresh spicy', 'herbal', 'green', 'amber']",,,enormous,,"['Grapefruit', 'Bergamot', 'Mint']","['Myrtle', 'Cardamom', 'Sage']","['Musk', 'Vetiver', 'Amber']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Acqua-D-Estate-Essenza-1033.html
Acqua D Estate Essenza 2007 1034.html,Ermenegildo Zegna,,2007.0,4.13,15,"['aromatic', 'citrus', 'fresh spicy', 'green', 'warm spicy', 'soft spicy', 'woody']",,,,,"['Grapefruit', 'Bergamot', 'Mint']","['Myrrh', 'Cardamom']","['Musk', 'Clary Sage', 'Amber', 'Vetiver']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Acqua-D-Estate-Essenza-2007-1034.html
Acqua d Estate Essenza di Zegna 4031.html,Ermenegildo Zegna,,2008.0,4.0,19,"['aromatic', 'citrus', 'green', 'fresh spicy', 'amber', 'warm spicy', 'soft spicy']",,moderate,average,,"['Grapefruit', 'Bergamot', 'Mint']","['Cardamom', 'Clary Sage', 'Myrhh']","['Musk', 'Vetiver', 'Amber']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Acqua-d-Estate-Essenza-di-Zegna-4031.html
Integrity 46487.html,Ermenegildo Zegna,,2017.0,4.43,60,"['aromatic', 'herbal', 'fresh spicy', 'amber', 'soft spicy', 'green', 'rose', 'warm spicy', 'fruity']",,long lasting,strong,,"['Spices', 'Sage']","['Wild Berries', 'Green Notes']","['African Geranium', 'Amber']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Integrity-46487.html
Passion 46490.html,Ermenegildo Zegna,,2017.0,4.71,158,"['amber', 'warm spicy', 'woody', 'rum', 'metallic', 'fresh spicy', 'leather']",male,eternal,strong,good value,"['Rum', 'Cognac']",['Olibanum'],"['Saffron', 'Amber']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Passion-46490.html
Strength 46488.html,Ermenegildo Zegna,,2017.0,4.51,130,"['sweet', 'tobacco', 'honey', 'smoky', 'woody', 'oud', 'fruity']",male,eternal,enormous,ok,"['Tobacco Leaf', 'Sweet Notes']","['Apricot', 'Honey', 'Agarwood (Oud)']","['Pine', 'Smoke']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Strength-46488.html
Talent 46486.html,Ermenegildo Zegna,,2017.0,4.42,77,"['citrus', 'fresh spicy', 'woody', 'green', 'patchouli']",male,long lasting,average,ok,"['Yuzu', 'Bergamot', 'Sichuan Pepper']",['Black Tea'],"['Patchouli', 'Cedar']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Talent-46486.html
Wisdom 46489.html,Ermenegildo Zegna,,2017.0,4.37,51,"['citrus', 'aromatic', 'lavender', 'fresh']",unisex,long lasting,average,way overpriced,"['Citruses', 'Lemon', 'Mandarin Orange']","['Neroli', 'Lavender', 'Lemon Verbena', 'Coriander']",['Musk'],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Wisdom-46489.html
Bourbon Vanilla 43533.html,Ermenegildo Zegna,,2017.0,4.45,77,"['woody', 'vanilla', 'earthy', 'aromatic', 'warm spicy', 'green', 'soft spicy', 'fresh', 'rose', 'fruity']",unisex,eternal,enormous,overpriced,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Bourbon-Vanilla-43533.html
Indian Spice 43534.html,Ermenegildo Zegna,,2017.0,4.22,40,"['warm spicy', 'woody', 'soft spicy', 'aromatic', 'floral', 'anis', 'patchouli', 'oud', 'powdery', 'earthy']",male,long lasting,enormous,,"['Star Anise', 'Cardamom', 'Coriander']",['Exotic floral notes'],"['Cedar', 'Agarwood (Oud)', 'Patchouli']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Indian-Spice-43534.html
Madras Cardamom 56253.html,Ermenegildo Zegna,,2019.0,4.38,146,"['warm spicy', 'aromatic', 'woody', 'coffee', 'amber', 'citrus', 'soft spicy']",male,long lasting,average,way overpriced,"['Bergamot', 'Cardamom', 'Pink Pepper']","['Coffee', 'Virginian Cedar']","['Labdanum', 'Vanilla', 'Vetiver', 'Ambroxan']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Madras-Cardamom-56253.html
Persian Saffron 43536.html,Ermenegildo Zegna,,2017.0,4.2,61,"['warm spicy', 'citrus', 'metallic', 'leather']",male,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Persian-Saffron-43536.html
Essenza di Zegna 949.html,Ermenegildo Zegna,Alberto Morillas,2003.0,4.34,457,"['aromatic', 'citrus', 'fresh spicy', 'herbal', 'warm spicy', 'musky', 'powdery']",male,moderate,average,ok,"['Lemon', 'Bergamot']","['Myrtle', 'Cardamom']","['Musk', 'Amber']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Essenza-di-Zegna-949.html
Essenza di Zegna Acqua d Estate 5913.html,Ermenegildo Zegna,,2009.0,4.08,13,"['aromatic', 'citrus', 'fresh spicy', 'green', 'amber', 'herbal', 'warm spicy', 'woody']",,,average,,"['Grapefruit', 'Mint']","['Cardamom', 'Myrhh', 'Sage']","['Musk', 'Vetiver', 'Amber']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Essenza-di-Zegna-Acqua-d-Estate-5913.html
Essenza di Zegna Intense 950.html,Ermenegildo Zegna,,2004.0,4.28,46,"['woody', 'citrus', 'aromatic', 'warm spicy', 'amber', 'musky', 'fresh spicy', 'earthy', 'sweet', 'green']",,moderate,average,,"['Orange', 'Bergamot', 'Sicilian Mandarin', 'Cardamom']","['Cashmere Wood', 'Myrrh', 'Spicy Notes']","['Cypress', 'Vetiver', 'Amber', 'Musk']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Essenza-di-Zegna-Intense-950.html
Acqua di Bergamotto 31262.html,Ermenegildo Zegna,,2015.0,4.26,454,"['citrus', 'floral', 'fresh spicy', 'aromatic', 'marine', 'fresh']",male,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Acqua-di-Bergamotto-31262.html
Acqua Di Iris 45126.html,Ermenegildo Zegna,,2017.0,4.34,117,"['woody', 'powdery', 'iris', 'musky', 'citrus', 'amber', 'violet', 'ozonic', 'earthy', 'warm spicy']",male,long lasting,average,ok,"['Violet Leaf', 'Bergamot', 'Spices']",['Iris'],"['Woody Notes', 'Sandalwood', 'Labdanum', 'Musk']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Acqua-Di-Iris-45126.html
Acqua di Neroli 50532.html,Ermenegildo Zegna,,2018.0,4.55,108,"['citrus', 'woody', 'white floral', 'fresh spicy', 'earthy', 'aromatic', 'fresh', 'floral']",unisex,moderate,average,ok,"['Lemon', 'Bergamot']",['Neroli'],['Cypriol Oil or Nagarmotha'],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Acqua-di-Neroli-50532.html
Florentine Iris 16189.html,Ermenegildo Zegna,Frank Voelkl,2012.0,4.42,593,"['powdery', 'violet', 'iris', 'musky', 'citrus', 'floral', 'earthy', 'woody', 'white floral']",unisex,long lasting,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Florentine-Iris-16189.html
Florentine Iris Eau de Parfum 70636.html,Ermenegildo Zegna,Jacques Cavallier Belletrud,2019.0,4.64,185,"['powdery', 'iris', 'violet', 'white floral', 'citrus', 'musky', 'floral', 'earthy', 'fresh spicy', 'woody']",unisex,long lasting,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Florentine-Iris-Eau-de-Parfum-70636.html
Golden Myrrh 70798.html,Ermenegildo Zegna,,2021.0,4.31,42,"['amber', 'woody', 'warm spicy', 'aromatic', 'balsamic', 'fresh spicy', 'oud', 'soft spicy', 'sweet']",male,long lasting,average,ok,"['Olibanum', 'Juniper', 'Pink Pepper']","['Sandalwood', 'Myrrh', 'Amber']","['Patchouli', 'Cistus Incanus', 'Agarwood (Oud)']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Golden-Myrrh-70798.html
Haitian Vetiver 22478.html,Ermenegildo Zegna,,2014.0,4.29,219,"['aromatic', 'woody', 'earthy', 'powdery', 'citrus', 'iris', 'green', 'fresh spicy', 'violet', 'musky']",male,long lasting,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Haitian-Vetiver-22478.html
Indonesian Oud Eau de Parfum 79434.html,Ermenegildo Zegna,Jacques Cavallier Belletrud,2019.0,4.6,123,"['oud', 'rose', 'patchouli', 'amber', 'woody', 'warm spicy', 'floral', 'fresh spicy']",male,eternal,strong,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Indonesian-Oud-Eau-de-Parfum-79434.html
Indonesian Oud Eau de Toilette 16188.html,Ermenegildo Zegna,Frank Voelkl,2012.0,4.34,623,"['oud', 'rose', 'amber', 'patchouli', 'fresh spicy', 'citrus', 'floral', 'woody']",male,eternal,strong,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Indonesian-Oud-Eau-de-Toilette-16188.html
Italian Bergamot 16185.html,Ermenegildo Zegna,Frank Voelkl,2012.0,4.29,321,"['citrus', 'aromatic', 'fresh spicy', 'woody', 'white floral', 'green', 'floral']",male,moderate,average,overpriced,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Italian-Bergamot-16185.html
Italian Bergamot Eau de Parfum 70637.html,Ermenegildo Zegna,,2017.0,4.56,57,"['fresh spicy', 'aromatic', 'citrus', 'woody', 'white floral', 'green']",male,moderate,average,overpriced,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Italian-Bergamot-Eau-de-Parfum-70637.html
Javanese Patchouli 16187.html,Ermenegildo Zegna,Frank Voelkl,2012.0,4.46,392,"['woody', 'patchouli', 'warm spicy', 'citrus', 'earthy', 'soft spicy', 'balsamic', 'aromatic', 'sweet', 'vanilla']",male,long lasting,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Javanese-Patchouli-16187.html
Mediterranean Neroli 34030.html,Ermenegildo Zegna,,2015.0,4.47,275,"['citrus', 'aromatic', 'fresh spicy', 'green', 'woody', 'white floral', 'fresh', 'earthy', 'floral', 'lavender']",male,moderate,average,ok,"['Petitgrain', 'Mint', 'Lemon', 'Bergamot', 'Ginger']","['Neroli', 'Rhubarb', 'Lavender', 'Rosemary', 'Jasmine', 'Cypress']","['Musk', 'Ambroxan', 'Moss', 'Cypriol Oil or Nagarmotha', 'Sandalwood']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Mediterranean-Neroli-34030.html
Mediterranean Neroli Eau de Parfum 74060.html,Ermenegildo Zegna,,,4.71,55,"['amber', 'citrus', 'white floral', 'aromatic', 'warm spicy', 'fresh', 'smoky', 'balsamic', 'anis', 'green']",unisex,long lasting,average,ok,"['Neroli', 'Tarragon']","['Saffron', 'Labdanum']","['Benzoin', 'Incense']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Mediterranean-Neroli-Eau-de-Parfum-74060.html
Peruvian Ambrette 28134.html,Ermenegildo Zegna,,2014.0,4.3,250,"['musky', 'woody', 'floral', 'iris', 'powdery']",male,long lasting,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Peruvian-Ambrette-28134.html
Roman Wood 59329.html,Ermenegildo Zegna,,2020.0,4.09,94,"['woody', 'aromatic', 'fresh spicy', 'mossy', 'vanilla']",male,moderate,intimate,overpriced,"['Bergamot', 'Rosemary', 'Cypress', 'Sage']","['Pine', 'Moss', 'Cedar']","['Vanilla', 'Pine', 'Amber']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Roman-Wood-59329.html
Sicilian Mandarin 16186.html,Ermenegildo Zegna,Frank Voelkl,2012.0,4.44,272,"['citrus', 'green', 'aromatic', 'fresh spicy', 'mossy', 'earthy']",male,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Sicilian-Mandarin-16186.html
Essenze Javanese Patchouli Eau de Parfum 67581.html,Ermenegildo Zegna,Firmenich,2021.0,4.23,60,"['woody', 'patchouli', 'earthy', 'citrus', 'warm spicy', 'aromatic']",male,long lasting,average,overpriced,"['Pink Pepper', 'Basil', 'Sicilian Bergamot']","['Leather', 'Labdanum', 'Vetiver', 'Cypriol Oil or Nagarmotha']","['Clearwood', 'Cedar', 'Moss', 'Patchouli']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Essenze-Javanese-Patchouli-Eau-de-Parfum-67581.html
Amber Gold 37904.html,Ermenegildo Zegna,,2016.0,4.48,56,"['amber', 'woody', 'rose', 'powdery', 'warm spicy', 'patchouli', 'lavender', 'balsamic', 'floral', 'aromatic']",,long lasting,strong,,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Amber-Gold-37904.html
Incense Gold 37905.html,Ermenegildo Zegna,,2016.0,4.31,35,"['amber', 'smoky', 'warm spicy', 'leather', 'balsamic', 'metallic', 'citrus']",,long lasting,average,,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Incense-Gold-37905.html
Musk Gold 37906.html,Ermenegildo Zegna,,2016.0,4.1,39,"['musky', 'patchouli', 'warm spicy', 'fresh spicy', 'powdery', 'aromatic', 'woody', 'earthy', 'soft spicy', 'balsamic']",male,long lasting,enormous,,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Musk-Gold-37906.html
Uomo 17125.html,Ermenegildo Zegna,,2013.0,3.93,"1,068","['citrus', 'woody', 'ozonic', 'aromatic', 'aquatic', 'fresh spicy', 'green', 'fresh', 'earthy']",male,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Uomo-17125.html
Uomo Absolute 28142.html,Ermenegildo Zegna,,2014.0,4.51,107,"['aromatic', 'woody', 'warm spicy', 'citrus', 'green', 'floral', 'amber', 'powdery', 'vanilla', 'fresh spicy']",male,moderate,average,ok,"['Calabrian bergamot', 'Lemon', 'Cardamom', 'Mint']","['Floral Notes', 'Sage', 'Cedar', 'Vetiver', 'Hedione']","['Woody Notes', 'Vanilla', 'Musk', 'Amber']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Uomo-Absolute-28142.html
XXX Charcoal 69550.html,Ermenegildo Zegna,Alexis Grugeon,2021.0,4.18,119,"['fresh spicy', 'warm spicy', 'mineral', 'aromatic', 'amber', 'balsamic', 'metallic', 'conifer', 'leather', 'tobacco']",male,long lasting,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/XXX-Charcoal-69550.html
XXX Cyprium 69551.html,Ermenegildo Zegna,Alexis Grugeon,2021.0,3.65,62,"['woody', 'mineral', 'powdery', 'violet', 'green']",male,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/XXX-Cyprium-69551.html
XXX Verdigris 69552.html,Ermenegildo Zegna,Alexis Grugeon,2021.0,4.04,113,"['fresh', 'aldehydic', 'metallic', 'aquatic', 'ozonic', 'mineral', 'aromatic', 'warm spicy', 'soapy', 'woody']",male,moderate,average,ok,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/XXX-Verdigris-69552.html
Z Zegna 948.html,Ermenegildo Zegna,Antoine Lie,2005.0,4.06,780,"['fresh spicy', 'woody', 'aromatic', 'citrus', 'musky', 'earthy', 'powdery', 'warm spicy']",male,moderate,average,ok,"['Rosemary', 'Sicilian Bergamot']","['White Pepper', 'Nutmeg', 'Iris']","['Cashmere Wood', 'Oakmoss', 'Musk', 'Patchouli']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Z-Zegna-948.html
Z Zegna Energy 37110.html,Ermenegildo Zegna,,2015.0,4.33,42,"['aromatic', 'amber', 'citrus', 'green', 'woody', 'musky', 'fresh spicy', 'powdery', 'lavender', 'balsamic']",male,weak,average,,"['Lemon Leaf', 'Angelica', 'Galbanum', 'Mandarin Orange']","['Geranium', 'Hedione', 'Lavender']","['Ambergris', 'Musk', 'Moss', 'Vetiver', 'Sandalwood']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Z-Zegna-Energy-37110.html
Z Zegna Extreme 2781.html,Ermenegildo Zegna,,2008.0,4.28,155,"['woody', 'aromatic', 'citrus', 'rose', 'warm spicy', 'musky', 'earthy', 'patchouli', 'herbal']",male,long lasting,strong,ok,"['Grapefruit', 'Mandarin Orange']","['Cardamom', 'Gin', 'Rose']","['Cashmere Wood', 'Musk', 'Vetiver', 'Patchouli']",https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Z-Zegna-Extreme-2781.html
Z Zegna Fresh 2586.html,Ermenegildo Zegna,,2008.0,3.96,24,"['aromatic', 'woody', 'citrus', 'fresh spicy', 'musky', 'warm spicy', 'powdery']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Z-Zegna-Fresh-2586.html
